"a11" "a12" "a21" "a22" "f1_1" "f1_2" "Q11" "Q12" "Q21" "Q22" "f_1" "f_2" "b_1" "b_2" "mu0" "theta"
-0.0930220944885615 0.000908907616629461 0.00100800791551534 -0.0913546641573262 102.383967627182 199.497338050063 1.00135427930335e-06 9.90269403107191e-08 9.72392362846854e-08 9.74500465426609e-07 100.997116107317 202.578164804956 0.949028103696291 1.96717125928399 9.87964272216418e-05 0.07772364858256
-0.0958301695375647 0.00109763875949389 0.00114361060132327 -0.0941079172489592 105.463291318237 196.843308698151 9.66971775190541e-07 1.11349234742885e-07 1.05905658078381e-07 1.09119982099705e-06 102.769034211654 206.160812376545 0.934266856973276 2.11429693098842 0.000111071065189542 0.0810115959375155
-0.0961369750112917 0.00109794446954931 0.000969161947934151 -0.0939921015098741 102.149305714821 203.742293710483 1.10368395313004e-06 1.00665662799274e-07 9.82478882055502e-08 1.07274271491075e-06 97.0638000152645 197.488347694463 0.908767796272319 2.1763364602549 0.000110274873686532 0.0821961066279288
-0.0987274060666208 0.000996562553675033 0.00112611949114275 -0.097600836786358 102.241613248994 200.820719838983 1.08335605182262e-06 1.11175033119208e-07 9.54169845560908e-08 1.07293914713047e-06 95.3484857339605 197.497283326788 0.985865233664718 1.87741906831748 0.000100504970077557 0.080199531833613
-0.109512193136267 0.00100641998387218 0.00104221565939019 -0.107861455529923 102.005430920999 198.967803426789 9.64465440959547e-07 1.11620272538852e-07 1.1346482028219e-07 1.02106932885034e-06 96.4728731655773 203.358782601501 0.975757168755075 2.09970475905403 0.00010792722205264 0.0818380823678978
-0.106844243454931 0.000953618221227684 0.0009923472738613 -0.105815952177429 100.265679234163 200.654069472394 1.00685800158865e-06 1.08233527313068e-07 1.11463403640188e-07 9.68091258532764e-07 99.1601264970908 201.026480537389 1.19424190992341 1.96530269391462 0.000101213682797154 0.0830029712783163
-0.108530284868567 0.00110540883667636 0.000916513961391954 -0.106631776851556 95.3939940369982 203.781775574277 1.16135208815792e-06 1.10594787271433e-07 1.13723365982609e-07 1.10471998687986e-06 102.88018516316 204.073880281922 0.992299330882018 2.19705904692793 0.00010649159703455 0.0819734576315392
-0.0999953142696261 0.0010621591410499 0.00104832337601256 -0.0983575777728955 100.714207420452 197.789270083354 1.00980967496566e-06 9.93480326290727e-08 9.81569871385639e-08 1.03988319928779e-06 106.292087794585 202.527212495884 0.995813526639179 2.02505986496014 9.68395376517429e-05 0.0798025646798104
-0.0993654178243731 0.0010272167066661 0.00101429334302823 -0.0976974517900387 95.2242101934501 201.722440019718 9.83167707878733e-07 9.6168408883992e-08 9.98707789599417e-08 1.04998574772352e-06 100.793319330324 195.457066097558 0.853088072278951 1.67815149416084 0.000100382668053329 0.0821373855231644
-0.101784031897768 0.00102785992491366 0.00105772482413727 -0.100137056684346 101.368555373943 195.463137751577 9.77566166506414e-07 1.10326459020178e-07 1.06230266721069e-07 1.10226582956612e-06 95.8311255883108 197.0911829387 0.943396967403306 2.12910734331113 0.000104260993386411 0.0817476904178806
-0.0976595495326466 0.000918391781718847 0.000993784356001127 -0.0964760693713073 100.00205121031 199.581675921791 1.12181111234533e-06 1.09788280850857e-07 9.7653724853408e-08 9.82597574343532e-07 97.2671951693395 196.78273316712 1.00031228813386 1.83091214622958 0.000110162599648893 0.0815299945746649
-0.100018274506481 0.00112015188325321 0.00103763947457103 -0.097790023732365 103.904821813515 198.810029485645 1.04713653286771e-06 9.84736203211559e-08 9.50705270892835e-08 1.08399065507655e-06 103.171918154523 199.14163089121 0.911356026054444 2.18745840947372 9.93934980435751e-05 0.0822545946542496
-0.108754270901484 0.0011231932255519 0.00107471538547983 -0.106708896170584 100.387227034605 202.571209546642 1.00250372452429e-06 1.10628518639772e-07 1.00986088937591e-07 9.81027933975463e-07 95.9191415289583 198.02338481837 0.949185000445127 2.19280027305571 9.66126400950272e-05 0.0820133489915239
-0.0975791041874165 0.000929973590847251 0.00105741252685406 -0.0963023571305165 102.421971384445 198.610982663322 9.45883527163619e-07 1.1108965285594e-07 9.23822039123983e-08 9.75883150275382e-07 105.330327304529 202.678751960768 1.01123980068207 1.99335358135877 0.000107107309673003 0.077563390831685
-0.0911994450996503 0.000960543490136335 0.0011120964724525 -0.0897648411186395 104.417105191626 203.726343950222 1.04349398381056e-06 9.23069882456486e-08 1.03834079732126e-07 8.90470865628359e-07 99.1034701537929 200.60234907929 0.86939774461379 1.97716145697849 0.000110687528828073 0.0758727998680872
-0.0973381138160744 0.000989629065246288 0.00106341043415253 -0.0962119675605342 103.20594827287 200.07159156494 9.87133435462995e-07 1.14173615385204e-07 1.10734012690869e-07 1.03039893495437e-06 97.224515931261 197.620072375178 1.16459271997532 2.01915986356811 9.27227657745668e-05 0.081888844508261
-0.0998292939633019 0.00106867394191707 0.00111598769909258 -0.0983977092408148 99.0835750533423 199.706856765388 9.54401600831924e-07 1.09002200886468e-07 1.07379954182461e-07 9.71729632704706e-07 97.2747224552929 205.74763093544 0.94801828927475 1.93353135191525 9.65230161163281e-05 0.0800237149177561
-0.0953964898881457 0.00105071885666089 0.00116638857001289 -0.0937142102726639 102.801312391329 195.65717121733 1.1437104456017e-06 1.02631768209241e-07 1.05987602887166e-07 1.11415466334774e-06 106.102729283269 207.355229280795 0.998711921820473 2.15107505014429 0.000103286634505268 0.0806458137776602
-0.0921187379140463 0.0010699752250227 0.00098913429070374 -0.0903997113304549 100.649152523107 200.596085244441 1.02930825634859e-06 1.11522885644244e-07 1.0951564442635e-07 1.08689393242189e-06 98.8635141863179 196.671682649781 0.969865506595722 2.12835889984557 0.000106520658015239 0.0809098118316791
-0.0984717762790151 0.00111583133611102 0.000893904302031203 -0.0962820772931626 96.5388365352718 202.79850460679 1.13410832382062e-06 1.16083225387741e-07 1.08208870253095e-07 9.72957221763215e-07 95.709536317017 204.336686215052 0.961296918951605 2.16958998320836 0.000109921168114674 0.0814520925322182
-0.0993219653052249 0.000977621942798815 0.00109484107771878 -0.0977722056348959 100.440513884272 202.776810009142 1.102497658573e-06 9.73650841661405e-08 1.05544788272817e-07 1.00482216910584e-06 99.8003272364063 196.664056065188 0.907245974217512 1.97007274601226 0.000107404012182047 0.0799894313851837
-0.0980013517860378 0.000987499996113395 0.00111518786372612 -0.0968963967330257 97.2973040609405 199.777778732625 1.00334468774683e-06 1.1126981258084e-07 1.05621084321065e-07 1.07965796736456e-06 99.797164437188 199.769077897096 1.1265209037774 1.95059497416519 9.22266872566306e-05 0.0819785054903692
-0.0959031792637489 0.0011818424951154 0.00091207099199652 -0.0939832968260503 104.032196708738 199.608488956476 1.01777803836804e-06 9.59094070628866e-08 1.023337110623e-07 9.64487155433724e-07 99.2958315021573 199.619793672437 0.996673787254284 2.01008268097726 0.000104016700276391 0.0793166975883938
-0.100759670695241 0.00101014484351 0.00099997032486677 -0.0993344471445536 102.939750685565 202.834944766416 9.87332109396594e-07 1.06723940051838e-07 1.04760324545739e-07 9.49519506867964e-07 102.43712569693 204.105495468193 1.0250393272731 1.99012990383144 0.00011014014480674 0.0800959239694788
-0.101517683145699 0.000964010498627178 0.00113610395255604 -0.100205040519562 95.0472969532048 200.325352612616 9.97381134142403e-07 1.08640090808736e-07 1.00204590604515e-07 1.02861291128927e-06 97.8477566947904 199.255807710178 0.987190701125505 1.83548884837608 9.63767650273686e-05 0.0796562982724749
-0.0953105356228797 0.000940069374403769 0.00105256282390785 -0.0936565742980563 104.287775285786 199.646854882764 1.14545244140864e-06 1.06065041514796e-07 1.14245387846427e-07 9.94373698261065e-07 102.50133509597 204.87940327858 0.994009871857172 1.96140803020707 0.000111149128212688 0.0795453714425946
-0.0955232953844223 0.000987970384685555 0.00104138565920146 -0.0940453949824551 102.557852068944 198.650347423178 1.08977825429982e-06 9.44284053408775e-08 1.11834885291067e-07 1.0404130529443e-06 103.15653396983 202.088049599556 0.970685499238286 1.85253369878341 0.000108923426997443 0.0813059649004244
-0.09378359926513 0.00100438271700541 0.00119593950211769 -0.0926399101038633 104.510639588209 196.350412873745 1.0357057600179e-06 1.03415372394483e-07 9.39813697255429e-08 9.09204562376678e-07 101.135980233775 195.011340576371 0.969029625487567 1.798627137563 9.17883261084578e-05 0.0793752779053743
-0.0903800914462358 0.0010319451694446 0.00102643725624532 -0.0886504937252774 100.715609379704 202.539911244448 1.11232749337945e-06 9.50068634795317e-08 9.93842931657868e-08 1.01514767774964e-06 99.3912399059577 201.393506024697 0.956454399985013 2.11844267295733 0.00010671182525941 0.080905010275027
-0.0985052242328598 0.00106126347636649 0.00095583881874733 -0.0960851808943741 97.5970953615679 201.043801354925 1.10012448267766e-06 9.83508693939036e-08 9.79451346302598e-08 9.05841636660484e-07 100.488553005873 201.889463223913 0.786851846204573 1.99833621886931 0.000101242545968088 0.0793232009686472
-0.0986158816390584 0.00111212267454371 0.00107509030852134 -0.0964866796672293 105.606051171486 198.264289499241 1.06059224978488e-06 9.94650876146359e-08 1.02309930776538e-07 1.00092205241017e-06 98.7368643170319 198.507192348427 0.907185895594276 1.96775539693417 9.13128804085229e-05 0.0806714672880668
-0.101092588382037 0.000921374437373545 0.00109588163257828 -0.099590291302805 98.4588511768707 195.605296184972 1.09268176164708e-06 1.1132900883327e-07 1.00022763753695e-07 1.05255783712568e-06 96.6307100071105 195.143310665185 0.985973092386134 2.09327413402848 9.94386622423424e-05 0.0799549723413813
-0.093584357167161 0.00110509550847228 0.000984665157546162 -0.0916154697041297 96.7316089168812 195.484735047137 1.01585308167938e-06 1.01759241293073e-07 9.274601381979e-08 9.7681345706376e-07 97.5788361441178 203.706016903587 0.973281034137627 2.14946312201679 9.31712361003162e-05 0.0816707653054972
-0.0966093725455308 0.00102700643670264 0.00107400022234531 -0.0949016285642062 106.262864149456 197.776533657135 9.90035540638192e-07 1.06737753670993e-07 9.90777453867377e-08 1.00685297940173e-06 102.254421752341 205.421829803069 0.976381120418959 1.97394702707909 0.000101853584040666 0.0789309501645331
-0.0953811821853496 0.000922287371292351 0.00108954503663176 -0.0940610761774247 97.3851693580982 197.211503504868 1.09005179764112e-06 1.03739031741259e-07 1.08229700136132e-07 9.47068896018301e-07 104.083291526164 204.65704479902 0.936115739143782 1.7985010067471 9.24466716086044e-05 0.0814291329622596
-0.0938828497520705 0.000953963731344902 0.0010699448186674 -0.0924915886276252 97.4824335332038 202.345309819886 1.11197628169953e-06 9.5441143919788e-08 1.10014942670655e-07 1.01678866130548e-06 99.374461983244 196.323985355767 0.98188978441326 2.13982128828725 9.7262026234191e-05 0.0819348659534563
-0.0925800527320777 0.000990860552706899 0.0010292491934812 -0.091402104705924 98.7972189136507 198.98717019749 1.01766235569471e-06 9.71115618031362e-08 1.01539146042281e-07 1.12978560823833e-06 108.537890395589 205.437033110006 1.13479330454673 1.94143439950812 9.83432778261767e-05 0.0825061558446586
-0.101603221377814 0.00109524927268907 0.000960177092140156 -0.0992600257608298 97.100415524858 199.968320395864 9.66899263783287e-07 1.15080829899505e-07 1.07244559238366e-07 1.11042320870553e-06 103.802892996318 197.94745661807 0.810687172443987 1.95224125612857 9.76425137943798e-05 0.0796238538374877
-0.0912406657539446 0.000982186808837715 0.00111711990442477 -0.0900952379912804 102.308146850374 202.56755764396 1.03474978923411e-06 1.01346962755995e-07 1.00896928599119e-07 1.05543997478653e-06 101.517889171469 195.620652462928 1.07279458201859 1.99679112052933 0.000100218490827242 0.0804112954228235
-0.107790300116196 0.000929768588131835 0.00105627515573699 -0.106691320260563 103.402292107012 198.346587900532 9.6298630882292e-07 1.11609104769425e-07 1.0849897027405e-07 1.05239688730611e-06 100.885014308167 202.065605638121 1.14035665548475 1.95390174719552 0.000109964542677753 0.0823369609807039
-0.101614121020343 0.000926820239125261 0.00117070470540068 -0.100251235293255 103.778593350992 196.693286421571 9.51282983899282e-07 9.76347904368868e-08 1.01140518878398e-07 1.09281406064519e-06 100.812021467294 198.263219507357 0.956633301057031 1.93229472967533 0.000102777534492329 0.0741252068186598
-0.0967077190229629 0.000917737301168174 0.0011357613034919 -0.0955981292981511 101.528959764069 198.419667477519 1.0879705209477e-06 9.95511354274081e-08 1.04529802342344e-07 1.09988971107384e-06 95.4043609354725 201.379632117494 0.939478886050519 1.91626878480771 0.000103946393766162 0.078901126226123
-0.101474379579644 0.00101277620537197 0.00106832746555754 -0.099809130318326 100.666585959927 199.25442085696 9.67479108573064e-07 1.0175650543528e-07 1.14482635304071e-07 1.12622469803909e-06 105.381141408449 200.477001167685 0.966062440496423 2.10944507354449 0.000107730807261687 0.0807402758479614
-0.0932149595801708 0.0010154205856464 0.000918941680642535 -0.0911959216813036 95.8389540351552 200.091561673403 1.0940782016694e-06 1.0563266393577e-07 1.01180451761517e-07 1.13318551060522e-06 103.564896027857 197.08121855278 0.90737669718968 2.19162739191746 9.88437117634369e-05 0.0825104655635618
-0.101315880042034 0.00101823799706163 0.00116746848783966 -0.0996464848037902 96.3319937932376 203.164616351524 9.83912675219276e-07 9.20307107154106e-08 1.04998377080425e-07 9.32084645389934e-07 104.885233569712 201.191461452922 0.939942865151067 1.90805957470939 0.000104255318939485 0.0799449462824225
-0.0972009791177176 0.00110332648340829 0.000953164127542839 -0.0948803347392878 100.657621006228 201.54855799859 1.16447642686039e-06 1.16607668778409e-07 1.06363909771858e-07 1.13592251655026e-06 105.508568779845 196.389568230072 0.914588233113159 2.2130206546017 9.91393694700928e-05 0.0827347502041437
-0.0971687568122219 0.00117749273877175 0.00117012517999541 -0.0953930190208666 98.1429272689506 200.98268383845 1.00133103205878e-06 1.11511429539062e-07 9.96151224431913e-08 1.06564120072072e-06 103.366467393417 198.46102525365 0.998632013281597 2.00254572687832 0.00010360117073176 0.0795646996611927
-0.0955532301126086 0.00107627980758185 0.00103026071142423 -0.0942372721533787 95.2641671242087 201.862773910959 1.14029490875527e-06 9.76332980857249e-08 1.13420747525405e-07 1.14622035884406e-06 104.473323358774 197.797874513601 1.15398636316547 1.99468046730505 0.000109912004405749 0.0821254768958111
-0.102940949861833 0.00105966691885243 0.00100926689417035 -0.101126861286881 96.8966041771351 202.610382544731 1.1626147586931e-06 9.60022887844308e-08 9.73873849190366e-08 1.03670052990405e-06 103.433525222564 197.019180170141 0.965826057975296 1.94435925243364 0.000100847189385166 0.0799638968873123
-0.0940069869043497 0.000940340965991531 0.00108351542440593 -0.0926478620906297 108.383693691665 195.531719879232 1.0387780225342e-06 1.05830692680323e-07 1.06642798623871e-07 1.06554556971968e-06 101.582034695821 201.216505605085 0.971974144264801 1.79891812740538 0.000109222076516649 0.0817885468108961
-0.0961932166834294 0.00116704973102795 0.00106381428746959 -0.0939882619794941 96.4161830628585 195.180944312009 1.08213176321129e-06 1.05541927143364e-07 1.13205634442297e-07 9.45897636602076e-07 100.817863429266 199.077584700082 0.917832494626283 1.96545293891487 0.000102843925256634 0.079133301804178
-0.0922353087318266 0.000988549684785114 0.00105281404464451 -0.090799277202827 99.5931729291659 201.438975975502 9.65171473495037e-07 1.11279298461459e-07 1.07790285210102e-07 9.2451611000965e-07 95.4747130534869 200.928335947092 0.948994936965151 1.83348056418718 0.000107837699310196 0.0803112887988271
-0.106071937055332 0.000973965318641604 0.00116030362025542 -0.105067012769979 100.997964054377 202.841325128121 1.10557599355477e-06 9.44905484177678e-08 9.33012576818023e-08 1.09567425917342e-06 96.1314363758335 197.350197193271 0.99036630997499 1.84353979532244 9.7954345089034e-05 0.0799515234169638
-0.0942968913496969 0.000967378319342759 0.00112541329164393 -0.0933354579035703 103.652014230587 202.305072262019 9.80986428400084e-07 1.0563828518837e-07 1.01356300820482e-07 1.094047270216e-06 104.935931943587 201.576690076568 0.97426844370235 1.94716489375211 0.000109411217689813 0.0808853347175907
-0.0943320472715057 0.00103905801626803 0.000992582544466741 -0.0926852210646817 102.912204811039 198.49799075615 1.15047859730011e-06 9.82430123631408e-08 1.07124789165578e-07 1.05759320661605e-06 99.3950943265226 204.076339909421 0.989665172701939 2.04186818470365 9.74416798875312e-05 0.0779486809419712
-0.107136550477092 0.00096442521638787 0.00100720003300714 -0.105290670236019 97.8295637255851 202.373452847775 9.79157569942178e-07 1.04256252209278e-07 9.96665875059965e-08 1.13370214302731e-06 98.1082831949215 202.625832725087 0.925175582987753 2.22368723210811 9.58176882142252e-05 0.0825393188483046
-0.100021011690105 0.000956599956105288 0.00118265409577621 -0.0991960353324211 99.0710221487925 201.894910950975 9.62266782302136e-07 1.09853662575685e-07 1.09620967740362e-07 1.0750623142288e-06 100.099155247163 197.671813506979 1.12431437808393 1.92011459205204 0.000100427273273892 0.0822096495651297
-0.104925685280148 0.000993118493004813 0.000980575534876778 -0.103487054068167 97.0987599044177 202.13892961656 9.95312369709454e-07 1.08450331353661e-07 1.01549516881352e-07 9.48603694453352e-07 96.4950900663982 206.408517263888 1.01486988822634 1.9893979865973 0.000109919206393719 0.0796208322562322
-0.0976069694040257 0.00114732710941717 0.00109399817157144 -0.0951784334322707 99.583624290576 200.534047743391 1.0849492557632e-06 1.10995650388035e-07 1.00493627390242e-07 9.35109280579232e-07 104.287523085249 200.572175881482 0.816944611839013 1.97228381392186 0.000108005169663873 0.0808998580246022
-0.10303822815362 0.000937043578034825 0.000988115109063328 -0.101473954568641 99.9550158315831 202.369399023329 1.09652176306737e-06 1.05735058372711e-07 9.14767168492957e-08 1.08599259710294e-06 98.5843073495436 202.800416319011 0.92878962664749 1.90556364382399 0.000103169957824082 0.0788750109874916
-0.100988681018737 0.00114690246440119 0.00102313840727372 -0.0991804591194491 108.06075962572 195.126935125789 1.03855212419056e-06 1.10390231310482e-07 1.03150474861955e-07 9.81586565979101e-07 102.337572694783 197.183470748594 0.995463616796242 2.01323300086424 0.000106763844205367 0.0795958028350919
-0.093624532703944 0.00110529838033942 0.00105634692070035 -0.0913165908009065 98.3333399813482 195.078910350028 9.82568428554493e-07 1.06714419137639e-07 1.06027742686664e-07 9.72634750668349e-07 96.2766385188614 206.384908603114 0.898837606342392 2.15024425743715 9.4919209379028e-05 0.0816846617177939
-0.101034739966528 0.00102301081364227 0.00116388280287942 -0.0992277776825554 100.123742537459 200.477947958726 1.05710856124675e-06 1.0503765256721e-07 1.07009100690553e-07 1.10970158315205e-06 98.0718909947154 199.610301285267 0.960208124424042 2.08276676963867 0.000106824015348974 0.0804785077112933
-0.0989546250572768 0.0010213200603519 0.00102039047551043 -0.0972725247176385 97.1295513490338 199.581128829926 9.29612636626632e-07 9.50250903110134e-08 9.3756443965305e-08 9.68212647058999e-07 98.2136933766144 201.685520080608 0.958502137147948 1.95930205757848 9.72073557699673e-05 0.0781399434847677
-0.102442379524904 0.000952781883857606 0.00118005321126329 -0.100870869380584 97.7788037645301 200.86748170655 9.77960636737061e-07 9.71932613872637e-08 1.07632587065451e-07 9.62364050815706e-07 99.4432537702967 203.08433186445 0.944709814296205 1.92115294986998 0.000104615506566357 0.0797470114222101
-0.094340785445719 0.000930222831677486 0.0010004737633684 -0.0927819066823793 103.136907200703 197.49287479126 1.08999244503406e-06 9.59453701223554e-08 1.01379927399907e-07 9.50948330382151e-07 105.233006802752 199.638944089677 0.929264275881907 1.93781542105428 0.000100737869512018 0.0800552529661211
