"a11" "a12" "a21" "a22" "f1_1" "f1_2" "Q11" "Q12" "Q21" "Q22" "f_1" "f_2" "b_1" "b_2" "mu0" "theta"
-0.0491072956570374 0.00175765264358117 0.00319905000522205 -0.0494240543542491 105.690886003154 197.263660704012 1.01977649092323e-06 7.57905998254874e-08 7.57905998254874e-08 1.07719527361335e-06 100.400792594788 199.94896710486 1.99822340253322 5.00691208997814 0.000121958185053159 0.078
-0.0503959805083621 0.00114912382433025 0.00373430853308646 -0.0501552174279607 110.059426706761 194.938964589467 1.14145494980194e-06 1.15279389516639e-07 1.15279389516639e-07 1.11906530959461e-06 100.26064281251 200.143028231832 2.0054593611298 4.99550403420022 9.40510425031238e-05 0.079
-0.0513633347573675 0.000871221957378252 -0.000637011458034455 -0.0502249902891498 94.1297605861598 202.66736379988 9.91579681614827e-07 1.18128245095938e-07 1.18128245095938e-07 9.53165229637035e-07 99.805447750007 199.874628264105 1.99910420640216 5.00091416955758 8.73273656335424e-05 0.081
-0.0499899215229461 0.00128581934594894 -8.45330712496444e-05 -0.049582624095489 94.4931060247919 202.712137662125 1.04285011983852e-06 2.14875034155028e-08 2.14875034155028e-08 9.97634072420111e-07 99.7890289884664 200.015029302052 2.00329913416519 4.99849247340875 9.91159070318423e-05 0.08
-0.0501919166399897 0.000964130052985525 -0.00216913968145435 -0.0486435789987207 87.340247801216 206.04681633974 1.01358728862555e-06 6.00247431299737e-08 6.00247431299737e-08 1.01996259188365e-06 100.011059034252 199.91331678009 1.99802478835165 5.00490137356123 9.51580309353078e-05 0.08
-0.0509849630100634 0.000433952515293695 0.00329847930090351 -0.0481157670750494 110.912819008301 194.246492467814 8.91839619821071e-07 6.14404252854788e-08 6.14404252854788e-08 9.48232495524255e-07 99.3554452707229 200.279268627929 1.99935383688812 5.00089462114458 9.29015227714505e-05 0.081
-0.0507643376481725 0.000990370859098784 -0.00254397836534317 -0.0507072790389581 85.6970332842668 206.578057899874 9.49020748521195e-07 1.18741619876609e-07 1.18741619876609e-07 1.02103778650165e-06 100.691112132016 199.639633051453 1.99593686050784 4.99964670195678 0.000106647969623605 0.08
-0.0497483526708716 0.000876171894964195 -0.00117988161174243 -0.0510396229339467 91.697062372225 204.185021164634 9.17285281313657e-07 9.95891503228491e-08 9.95891503228491e-08 9.96952890820098e-07 100.012777762438 199.774019117132 2.00300898530593 4.98462461623302 0.000108269478449753 0.08
-0.0506147080184057 0.000876711099580805 0.00180341398617417 -0.048410657329987 103.626323750435 197.930536523803 1.17592897241655e-06 5.70270863890543e-08 5.70270863890543e-08 9.75650463411888e-07 99.3925514148195 200.115052000184 1.99946369650447 4.99645314159463 9.84374890091524e-05 0.08
-0.0491552847223022 0.000970835791686628 0.00234459834744803 -0.0505934189905948 105.68536485641 197.575389162972 9.79165905237981e-07 7.2683532780167e-08 7.2683532780167e-08 9.90756531082158e-07 100.266712428528 199.924052455902 1.99656611573269 4.99365086521172 9.95531072052608e-05 0.08
