"a" "f1" "Q" "f" "b" "mu0" "theta"
-0.100986752187238 79.9933579673385 1.03760402588738e-06 80.5609801981356 1.00271710888903 9.70733335017747e-06 0.0798042342900067
-0.0997663721808902 80.0065896532777 6.16178722260823e-07 81.892730084571 0.998665766485757 6.79653872194784e-06 0.0837315662367112
-0.099044444174854 79.9888724513925 1.17151361400332e-06 81.1239585824357 0.99695443865177 6.95122179728054e-06 0.0836634656293925
-0.100494813243735 80.0515074547391 6.06966243840826e-07 77.9853276027693 1.00058094466135 6e-06 0.0853316402209224
-0.0989016031624622 79.9802336391947 9.83316746752105e-07 80.1341709373622 0.998980315140249 1.02945573142077e-05 0.0794426451120335
-0.0993921760423304 79.972395813983 1.13329421148555e-06 81.3095843742586 0.997335585543012 8.18870140386584e-06 0.08166388583544
-0.100240935238213 80.0252615248721 1.1199112188477e-06 80.4045571239791 0.996656983356935 8.95860407515117e-06 0.0810448633298882
-0.100092724896516 79.9869175156821 1.0572761925841e-06 80.7785310182599 1.00103423571222 8.54494716522687e-06 0.0817569928890637
-0.100561756120269 79.9747294575478 7.93904654198792e-07 80.1746281430066 1.00216129623814 7.76977698672684e-06 0.0825529711185703
-0.0990527092393104 79.9981781434407 1.09238162607498e-06 79.7000319579534 1.00019403539694 7.67574788651516e-06 0.0825036473202055
-0.101016627567184 79.9920446414523 6.45765315531123e-07 79.0555995198148 0.999418780330323 1.117327037711e-05 0.0782520439136032
-0.0999138896678507 79.9718072894786 8.52676088463019e-07 81.1471312655103 0.999894459968168 1.06069899343915e-05 0.079411126365152
-0.099976720127882 79.9740910154774 1.05420521029204e-06 79.9770352633598 0.998262971087597 8.85766123249844e-06 0.0813168867141717
-0.101387703678403 80.024836430369 7.55277809746602e-07 79.1690680904638 0.999640571495642 9.05257856619709e-06 0.0804741983858172
-0.100272086339168 80.0067243131714 9.72899117274807e-07 81.3998443500349 0.999857651386634 1.04553425769177e-05 0.079358613468368
-0.100062056676887 79.9649932903321 8.79439504017792e-07 81.6559074126002 1.00114499331225 6.53668785568041e-06 0.0843613449600313
-0.0994877135135369 79.9783798828238 1.08527326764262e-06 81.259184916479 1.00054638934023 7.26083115959565e-06 0.0831368071219518
-0.0999688979218274 79.9927803520914 9.19795951903987e-07 79.5796900389806 1.00028359624332 1.03576073563591e-05 0.0792661852374046
-0.100377206032995 79.9920095093206 1.12017961713184e-06 79.7413077772392 0.999867188469136 1.19958114691284e-05 0.0777787932150872
-0.101836864252098 80.0152133483465 9.41050489219953e-07 79.3815661033821 1.00488296800976 1.18429767636037e-05 0.0780627325058986
-0.100293294637443 80.026741150926 8.53526961756287e-07 80.6652941219195 0.997643049046298 1.10970234758793e-05 0.0783990853223868
-0.0999397051659328 79.975584899724 1.11697495956288e-06 81.3656768488658 1.00023621860635 1.02210719986221e-05 0.0795517203925218
-0.0998774982932614 80.014892432132 1.02293843928053e-06 77.5787182786872 1.0007204388941 1.05702742447175e-05 0.0796249471277651
-0.0982457536013281 80.0087451087751 1.14185183117799e-06 78.9696297745895 1.00150335168016 8.59159906082981e-06 0.0812791208072078
-0.0984068245020462 80.0204719805013 1.10794645676068e-06 81.3879192150078 0.999610208638794 9.44762037154441e-06 0.0804993429680446
-0.100511335931822 80.0023212905072 1.16783519281528e-06 79.5303523108981 1.00042726753312 8.41779128219959e-06 0.0818472073811216
-0.0989191653406368 79.9880417588184 8.94212487224476e-07 79.9509034143609 0.998081964329423 9.31897918200829e-06 0.0804844647604978
-0.0985838190471897 80.0011107568663 9.74455185694979e-07 81.1558171127861 0.996445454625542 9.89364902829206e-06 0.0799207170196655
-0.101242401320964 80.0184045371035 1.19800404400434e-06 78.9304387780333 1.00232937629649 8.82569696287318e-06 0.0813549445801115
-0.0996570428883517 79.9682698260059 1.16660223742056e-06 81.6307393539948 1.00007070378335 9.48215872941202e-06 0.0804793229483908
-0.100307306299419 80.0137144894297 1.19937052713067e-06 79.0053751271378 0.998602362238888 8.2674026457602e-06 0.0825870475674077
-0.100305725320443 80.027519345758 9.0195579246013e-07 79.2554140780592 1.00115172211506 6.7146607953033e-06 0.0838869979661218
-0.100835914379142 80.0016198327139 6.65158085307912e-07 79.0667663106632 0.998953266525343 9.02146287595029e-06 0.0809039059014382
-0.101161011903095 79.9850540561287 9.61575974072029e-07 81.056372523816 1.00123584095471 9.82666334683226e-06 0.0800214200970172
-0.100213572886196 79.995892124155 9.2898683475094e-07 81.5452621901305 0.999714568779404 1.0037902954327e-05 0.079422334439553
-0.0991323580247926 79.9618993610207 1.19974322554201e-06 80.1899357830329 1.00055891926749 6.85654263797972e-06 0.0836446309800907
-0.101471451354021 80.0396761674324 1.01838177277342e-06 79.4288861807584 1.00043755403877 7.57169378384417e-06 0.0821937738031865
-0.100222196342928 79.9768415344529 9.94677400493037e-07 80.0575720751471 1.00079974750567 9.24988093562886e-06 0.0806555803669965
-0.100267048264748 79.9554903842755 9.5018510650213e-07 78.848061700354 1.0004744299259 1.02166592851055e-05 0.0797124601198883
-0.0989379089963528 80.02428894941 1.11472717533046e-06 80.1340666761702 0.999678264053867 6.89690990071685e-06 0.083875903237301
-0.100328637253794 79.9821391054142 1.08695461360952e-06 83.025576754611 0.999946565070018 1.12091032668052e-05 0.0789674421025687
-0.0988290243290206 79.9821372085613 8.74669906736096e-07 82.3536637951988 0.996955161561907 9.67141758581293e-06 0.0796432474544105
-0.100816991585518 80.0061463710694 1.07823640655697e-06 80.3287782449182 0.998983682549247 9.38409785701451e-06 0.0804978351091314
-0.0996748481031679 80.0020108930955 8.28371127948224e-07 79.9103756870797 1.00125100232293 9.43638345156275e-06 0.0804182958388969
-0.098648996769163 80.0081030862893 1.2e-06 78.8464982353406 0.999715745480448 1.02619157178759e-05 0.0792076268808559
-0.0995969698179144 79.9874387610561 1.16414390821027e-06 79.3546736796179 1.00006846145112 8.69455348460416e-06 0.0813678852037897
-0.100196012979056 80.0415925921787 1.01146495694368e-06 78.5737752025232 1.00130607037059 1.02130932680834e-05 0.0797441895327937
-0.100445033281672 80.017919850076 1.044199590857e-06 79.8262557662507 0.999736227585219 7.85606394578177e-06 0.0819929197371105
-0.100533091841257 80.0070001635401 9.4211058485318e-07 78.6230839160226 1.00193144196201 1.07183348404971e-05 0.0788362519988422
-0.0994382271854762 80.0082365298863 1.04443713401996e-06 78.9669888430409 0.999999353902361 1.05617523122528e-05 0.0794380104565883
-0.100994973855616 80.0046134770741 9.25825878190798e-07 79.2242965213277 1.00137374069868 9.30334997581526e-06 0.0802158727133587
-0.10079883654123 80.0190636604561 1.08194247913845e-06 79.3609953969067 1.0004203545008 9.58723446508732e-06 0.0803022979340591
-0.100998637951382 80.0225850505885 9.52007302670801e-07 78.4433513705527 1.00080530593622 1.0431471398159e-05 0.0799308547051186
-0.10038396415343 79.989796593214 1.04659162102529e-06 80.9261454914622 1.00167613762285 1.19368086400758e-05 0.0780372388425828
-0.0997620567196088 80.0202230191967 1.10476787229322e-06 78.3937599462885 0.99901885906545 6.66977111471659e-06 0.0841384302158273
-0.100439933590756 79.9941687550843 7.67437389123241e-07 77.4943811417031 1.00173666973683 1.19856984596852e-05 0.0777808980043474
-0.100345020969486 79.9671561765385 1.00237642128115e-06 82.4062016029543 0.99987984790288 1.18814139868726e-05 0.0779956470235913
-0.100711813489032 80.0223152360768 1.1364196691246e-06 76.9909112586767 1.00283427145874 8.79695180842979e-06 0.0814531714643026
-0.101626808276092 79.9861474389104 1.1516572781185e-06 80.5090627799554 0.998873789686399 9.52221125196715e-06 0.0802980553384115
-0.0992163085122153 79.9802714146226 8.19235786722665e-07 80.006261542654 0.998859536309893 8.56906309293302e-06 0.081297998664014
-0.100430470682171 79.997836225271 1.14323104008258e-06 79.2529160021424 0.998992329940877 8.95102066472597e-06 0.0807959968355615
-0.0995034477598637 80.0186593239772 1.10931893386531e-06 80.8510434610859 0.997852345031612 9.64198356494935e-06 0.080596239393672
-0.099231238351274 79.9467953385614 9.15275158550864e-07 82.8455238634472 0.999285959404601 1.07080074896637e-05 0.0793554997854152
-0.0992428101458181 79.9760640565196 8.42914772705736e-07 81.5283219349411 0.999376807870796 7.31734262187617e-06 0.0830830024193855
-0.0995678792431943 80.0276950105491 7.54191171788741e-07 79.8306352633549 0.999635090767309 6.00763601046993e-06 0.0853934988390748
-0.100072964434643 80.0114892897672 1.06915144454833e-06 80.6804226477639 1.00459559880331 8.94159160117405e-06 0.0800651344451683
-0.0994906043243662 80.0000140009235 1.03223395775604e-06 79.8755362276186 1.00093055115263 1.09936073540457e-05 0.0788837814931258
-0.10130026215373 80.0065220020152 7.96237591097628e-07 80.5766457297599 0.999607921572091 9.83600751560079e-06 0.0800649190807132
-0.100018767022601 79.9509083374254 9.85638586054693e-07 79.9815371518375 0.99869753768831 8.36496110435948e-06 0.081872614495332
-0.100206914758124 80.020638585096 1.02918813183197e-06 79.4956721427439 1.00195736782391 8.87992165361353e-06 0.0814110290614195
-0.100108757669149 79.9799335286549 1.03948068070161e-06 81.9662859033655 0.998464153504803 9.97834595273821e-06 0.0800699166185941
-0.100169420587981 80.0133405912642 1.13728035214558e-06 78.4092135912255 1.00020194612213 9.82467221293323e-06 0.07973307675555
