"a" "f1a" "f1b" "Q" "f" "b" "mu0"
-0.0448581382317328 81.5681078733995 0.0849913761237868 9.17434421412383e-06 125.495650694079 2.48181540134751 0.0829845673731126
-0.0503665670184446 79.8508499795627 0.100983569633415 1.37969284182651e-05 70.217626774851 2.48313886493599 0.0976399346438431
-0.0485278296887353 80.2674140304719 0.099445201240941 1.24928167624941e-05 85.0129266602742 2.52166736292577 0.0997866662660312
-0.0454463500704279 82.9707993574036 0.0703565242126426 1.89471083142502e-05 75.8062094977212 2.53456292135098 0.098273176452494
-0.0478162141044499 79.81707617583 0.102951804808838 7.65619520712762e-06 96.1474688095362 2.47460480714569 0.097711120463269
-0.0545511945674263 79.5294138844297 0.101462356568929 1.36174279382872e-05 73.4238701012867 2.49391865082578 0.09803437548888
-0.0501207382014971 81.688629857723 0.0752052342943457 2.06153864175594e-06 108.584754471674 2.51234661239252 0.0986030645360014
-0.0507621236015156 79.0660623160879 0.113803204927796 1.35006201828335e-05 89.3681762929765 2.4897124390342 0.0978229620911162
-0.0481286651531549 77.9725232128503 0.127122308570759 1e-06 10 2.54514210096776 0.0942592779086313
-0.0530100000482506 80.475498348611 0.089832668411532 5.86732502334131e-06 131.825861358904 2.49339566062819 0.0843451435505461
-0.0458353831806511 79.6431483729414 0.116029871909229 1.15338459501357e-05 109.745473070488 2.4721763437576 0.0911045045770643
-0.0524136872713881 80.0105254180283 0.0991980081291191 1.3919580824125e-05 83.2944450495792 2.53746356371541 0.100800613965714
-0.0508808267636635 78.7650784899613 0.116173963864005 1.38173081824551e-05 74.6149810573412 2.4500450422501 0.0956492891200244
-0.0524687049950421 80.9516957306396 0.0828923090254333 7.54533713483795e-06 69.8981374947973 2.52216905519833 0.0978401676460945
-0.0471954441229364 79.332272150543 0.111186895031014 1.72102278553802e-05 72.1727499218712 2.51537230410303 0.0986399896296277
-0.049584298151342 80.2967850704015 0.09593448841393 1.06366145740882e-05 68.314254259799 2.4994957382433 0.095679378977772
-0.051730551364133 79.3426117405671 0.106831354465865 5.02297433253862e-06 58.3502747908633 2.52325872801505 0.0975317399545606
-0.0504375496284806 79.8959715747336 0.104229394877424 9.82721209471258e-06 91.6517459166294 2.48693069564344 0.097579755756661
-0.0518733548169013 80.2931299345742 0.0908254819190587 3.29709754402181e-06 101.076785548658 2.50827268924824 0.0991193715608265
-0.0495255992441958 79.8732129892367 0.104817783242988 8.76045077584377e-06 70.3252855521841 2.51163796997665 0.0989323824640695
-0.0496765706919783 79.349995200863 0.108156980584804 1.78898503063749e-05 79.3303167736556 2.49531458114281 0.0981074126431139
-0.0475989404316539 80.7110026901948 0.090544469845884 1.16326099304672e-05 103.484234737039 2.46774764657819 0.0939031385495315
-0.0493667089872696 79.7280751920644 0.100688925104328 1.19069377671522e-05 68.4547002150245 2.50437091342519 0.0995944512356616
-0.0474280671220546 78.6354916118434 0.122216601517221 1.86923180679575e-05 86.8803178042807 2.49190350711023 0.100937332496437
-0.0554498613999201 79.1547392957162 0.102234230425459 1.77230490380289e-05 86.9565192834187 2.49555544010645 0.0996663102515966
