"a" "f1a" "f1b" "Q" "f" "b" "mu0"
-0.0509044736811906 79.828627434328 0.0999404525508372 9.77073345334114e-06 62.5292464726585 2.49163224651577 0.0972390224028427
-0.0439013869725445 79.2495234975925 0.122296846112502 2.42950504666332e-06 13.3271217457779 2.5362301859092 0.0809101665975649
-0.0424602216012233 78.7578361389475 0.129352646810449 1.031305745638e-05 87.5367104456657 2.45850158191797 0.0977546668270175
-0.0467424139168798 81.202026925817 0.0897559554428043 7.42023083901724e-06 129.392342601239 2.51422470400514 0.0825644103959517
-0.0483324152601792 80.1868980128783 0.0961690464542058 1.24014832469317e-05 70.6327894708842 2.48154598085027 0.0980081344690926
-0.0511522670979954 79.4491957186572 0.101068693578269 1.3110835449233e-05 81.4679876062275 2.50803451382002 0.0986122323909552
-0.0502922668392469 80.8857160700811 0.0875275550366575 1.44847766018886e-05 73.5369464534236 2.51930413860524 0.100713106350884
-0.0489216164231065 80.0715337028049 0.100871341387338 9.94924658893258e-06 59.4759390677632 2.46502025364635 0.0927242797600325
-0.0533003375585435 79.0425158517597 0.109547860408017 1.71424063291249e-05 81.4124915537109 2.50369883759392 0.101683083698691
-0.0508957664901877 80.3180074458344 0.0949785111321635 1.89877607217786e-05 75.1764231022707 2.4885565308378 0.0987968457145663
-0.0480595342512941 80.5847193676709 0.098858609151252 1.69771710842965e-05 103.164481282723 2.49824921765382 0.0921826021773899
-0.0516706191779348 79.9983272652151 0.101363768373509 1.36053212054475e-05 79.6569986181521 2.51749327296545 0.09852605782578
-0.0488188078083019 80.9962479236389 0.0898279083063006 1.35725766336598e-05 73.3215234778593 2.52442957738457 0.0984809953310595
-0.0459607929372465 79.5445447028603 0.111192825220672 3.96450572832932e-06 20.7628642950285 2.48965450553849 0.0843270094903124
-0.0516435438720393 80.030427541435 0.0942974688394555 1e-06 78.7545239074278 2.53289065806433 0.101086877195124
-0.0524539871500183 79.7762845270178 0.0990899561780086 1.74146476183572e-05 79.7503055947296 2.51775908302002 0.103205451132673
-0.0506650174615537 79.9311846986677 0.0982047992430043 1.35343671396108e-06 43.7801644612762 2.48558930498297 0.0978311984560752
-0.0518584159396741 80.2707226873075 0.0951259230665068 8.58146735478358e-06 48.9772873909944 2.50131545280669 0.0939148696719842
-0.0476228105406646 80.2111196955434 0.100799954840289 1.07555305473616e-05 87.1953861845522 2.49551556654143 0.099042770396345
-0.0476199263888368 79.9317501571392 0.10262345225304 9.85288122427409e-06 75.8936979058524 2.51643706859824 0.0981727053544942
-0.0536081847612097 79.5143098471123 0.101269249076733 9.8420488229343e-06 96.8259408602142 2.50132229261363 0.0991843344302728
-0.0499439360963587 79.0557151504298 0.110767381339475 1.30691917191347e-05 74.8398792987167 2.52600909983497 0.0987323631251917
-0.0503418865510033 79.8076335400685 0.101708385162333 1.84629337392282e-05 71.9761123619609 2.52117023485812 0.0990049660106281
-0.0475124197098085 80.0970993978692 0.10454476681372 1.81685623141678e-05 78.0423402972981 2.47137803139243 0.0978380060085956
-0.0452059905986366 80.3219501079337 0.103258506472107 1.17573120762323e-05 61.7369547325993 2.49285005624285 0.0951242021198787
-0.0498143585616118 79.84293705855 0.103476192443114 2.67912156222622e-06 66.1592476233543 2.50316366102968 0.100571069418892
-0.046078118834884 79.7379648658782 0.109280961175303 1.38088266685429e-05 69.1868468797486 2.50845862885439 0.098281527448425
-0.0482070977468824 80.0260401453957 0.101964510861454 1.71688812515622e-06 111.773089993088 2.51055465079665 0.0981605796453163
-0.049437204349393 79.3511270094915 0.110416012591222 1.326993578225e-05 100.155412237982 2.50601189890857 0.0969998505568948
-0.0468430199895451 80.2892872796793 0.103976548648428 8.22030804981643e-06 112.190252134477 2.53112460354872 0.0910412825072194
-0.0508245319057535 79.1767392175903 0.113138900537767 2.38994491546058e-06 123.87707313556 2.47723990682903 0.0940940245394471
-0.0513351482734437 79.6602426624949 0.102722528438252 1.64992714699627e-06 61.6119123029344 2.46015779390589 0.0988428381870923
-0.0510415181746808 79.5155154490112 0.102188083212918 1.29999916810602e-05 69.3492479623276 2.47613531854815 0.0989274602700615
-0.0493091548228548 80.3995959905079 0.0916243627634852 9.36743135814842e-06 68.7696246245388 2.53358721318776 0.0967340073674288
-0.0527128170578139 79.881071770998 0.0966871165413924 1.18138237910397e-05 49.7329209712028 2.47504854261725 0.0881021551658223
-0.0519906974057536 80.05969944756 0.0984949845075657 1.42791973993678e-05 75.191801731861 2.52320660591662 0.0978146480687149
-0.0519597746583389 79.6927529834582 0.101412204863358 9.13433102343463e-06 72.9926389193947 2.48896147050574 0.100627950508069
-0.0494235450849587 79.6484905669759 0.105564334697047 7.85416258652427e-06 36.902056502055 2.49384024783951 0.0823259260729519
-0.0521691596252951 79.2655253725022 0.109969116794976 1.62831740466114e-05 84.5417669440258 2.48466885732511 0.0986976211698901
-0.0497367680771668 80.2361503547529 0.0983189365333102 1.7045078492183e-06 24.4772447558799 2.4908337171309 0.0931592051731191
-0.0535956540291657 80.8613386664984 0.0826535513610996 1.15202284883881e-06 148.429854720731 2.48124206743153 0.0948744902873568
-0.0523952067924687 79.2553611270102 0.108885093310879 1.32596687322506e-05 77.5452746630521 2.48644240809656 0.100425246848556
-0.0529899530869235 79.6236364316128 0.0995345958002827 4.44660874781093e-06 86.3242960181633 2.50981625800975 0.0968931717011364
-0.0496753157022364 79.1931348892229 0.117419165135071 6.39145185341286e-06 65.5608073043264 2.48863401303682 0.0978241966442129
-0.0493927887996754 80.2910650770197 0.0949147215481586 1.0023341846147e-05 114.496134324835 2.49186943070779 0.0899763050785097
-0.0500050320784568 79.7878601603935 0.0992856884291173 1.11660271476097e-05 82.7257768040913 2.53954489692194 0.0997770637310338
-0.0489893049091686 79.8948560760269 0.102228277062206 1.76770145280196e-05 59.692281548894 2.47224053606441 0.0925168026351859
-0.0463805938398291 80.9406681594868 0.0912422897841319 1.45957340954765e-05 85.9531895591046 2.46431249500802 0.10153343409994
-0.0487963147504132 79.9336848190887 0.104545146775639 9.55061271204628e-06 61.5010244474137 2.49380103580511 0.100463455945251
-0.0527161041814312 79.5068829542927 0.100795178916397 9.12470932418198e-06 51.1601403083569 2.52853357183828 0.0902525594169906
-0.0486103627012336 81.0149944558373 0.086634235346468 1.35450394575679e-05 75.3282169531702 2.49696607031932 0.101981590498521
-0.0525977680967611 79.0657159877632 0.113313299502372 5.28094963232307e-06 94.4566497866317 2.50349988608868 0.0974958732568129
-0.0549177199931261 79.313240945566 0.100648950249369 6.99027314327388e-06 88.4357548752221 2.51011863952205 0.102874008753955
-0.0470568310100122 78.3441460442343 0.126824245548418 1.11608405433492e-06 31.1429382767184 2.53285609260539 0.0984999363976667
-0.0493334036065496 80.049216867276 0.0989934794748393 7.22451546001924e-06 93.9402298598376 2.47458581432718 0.0996535489536957
-0.0453571598723009 80.4237903628386 0.100402389795766 1.01987517184626e-05 60.6721744998961 2.46822984736897 0.0962160101940226
-0.0488889421100183 80.1858126392716 0.101220386028109 1.40204787862632e-05 67.4891834903958 2.47917570457756 0.0974659755012628
-0.0515949285225123 79.0574486393041 0.110180998122932 1.34410607516308e-05 70.8626371776862 2.48064301688518 0.101425691838982
-0.050893013065275 79.9059105976063 0.100014684856132 1.61377336599677e-06 82.3268016803944 2.51298128914246 0.0998092659606029
-0.0518589079445185 79.276751060193 0.108338130420452 1.79876413652251e-05 83.0120223977033 2.48966757425497 0.0986005627450663
-0.0494047981636069 79.3913367308434 0.111873456563733 1.71355864645444e-05 100.251881951646 2.48647368580955 0.0946218186936101
-0.0474046474448089 78.8428490203512 0.119652685503565 8.83422368417119e-06 77.4655708752226 2.5178579578677 0.100368345101884
-0.0486276540275799 80.5484927235789 0.093015403776542 1.8834211613486e-05 92.1853387785677 2.47536891982471 0.0965467488979297
-0.0453736178638529 79.9097400468159 0.10721319038776 1.11333616743585e-05 65.2966421732112 2.49393535106736 0.0938862030847963
-0.0486559940359705 80.101077669616 0.0987148626580324 1.39403037384228e-05 101.834556266427 2.53199158090764 0.0960083554105001
-0.049387660631276 79.9746638037286 0.099377090312646 7.86556439349524e-06 55.7498747675939 2.53282920091233 0.0915832374096638
-0.0498801383029124 79.9980978971967 0.0990216790853353 1.43597736705068e-05 92.6592017790795 2.49067145934308 0.100189195475269
-0.0531290040853191 79.5125179985932 0.100888347993566 1.13352227170268e-05 82.2310855483305 2.480952908065 0.102164382152996
-0.0463173174815804 81.9226161862775 0.0789485267693693 7.3151637077128e-06 86.4212033099781 2.49132189735767 0.098314197591192
-0.0510117917031094 79.1574799668335 0.11342672912609 5.41998472035596e-06 53.0709565622569 2.50827800280717 0.094005354879606
-0.0485948513197206 79.4790322724554 0.106123197387581 1.32089751396945e-05 78.2146103894525 2.52023369206461 0.0997685488092115
-0.0498107864911164 79.6151782539737 0.105616349492389 2.34849795020186e-06 39.4404991760331 2.50026266706467 0.0991600611899695
-0.0459542989750862 79.814963987793 0.107422750511857 1.18282755875222e-06 10.3102328967808 2.52630630459681 0.092487261140728
-0.0481442448532505 81.2690361104373 0.0857720439386738 9.05197797041016e-06 62.0108729493693 2.48513593760171 0.0989781069730748
-0.0484445261415263 79.3816489755252 0.108586103057397 8.13907325886979e-06 96.9932372411876 2.50750160204755 0.101878313942073
